date_case,Confirmed,Recovered,Deaths
2020-12-11,147,138,4
2020-12-12,148,138,4
2020-12-13,148,138,5
2020-12-14,148,138,5
2020-12-15,148,138,5
2020-12-16,151,141,5
2020-12-17,151,141,5
2020-12-18,152,141,5
2020-12-19,152,141,5
2020-12-20,153,143,5
2020-12-21,153,143,5
2020-12-22,153,144,5
2020-12-23,154,146,5
2020-12-24,154,146,5
2020-12-25,155,146,5
2020-12-26,155,146,5
2020-12-27,155,146,5
2020-12-28,158,147,5
2020-12-29,158,147,5
2020-12-30,158,148,5
2020-12-31,159,148,5
2021-01-01,159,148,5
2021-01-02,159,148,5
2021-01-03,160,148,5
2021-01-04,160,148,5
2021-01-05,160,148,5
2021-01-06,163,149,5
2021-01-07,163,149,5
2021-01-08,167,150,5
2021-01-09,169,152,5
2021-01-10,176,152,5
2021-01-11,176,152,5
2021-01-12,176,152,5
2021-01-13,176,152,5
2021-01-14,184,156,6
2021-01-15,184,156,6
2021-01-16,187,156,6
2021-01-17,189,156,6
2021-01-18,189,156,6
2021-01-19,190,157,6
2021-01-20,190,157,6
2021-01-21,192,162,6
2021-01-22,195,162,6
2021-01-23,195,162,6
2021-01-24,198,163,6
2021-01-25,201,170,6
2021-01-26,201,170,6
2021-01-27,215,174,6
2021-01-28,215,174,6
2021-01-29,218,175,6
2021-01-30,218,175,7
2021-01-31,234,177,7
2021-02-01,234,177,7
2021-02-02,249,179,7
2021-02-03,249,179,7
2021-02-04,268,181,7
2021-02-05,277,183,7
2021-02-06,288,187,7
2021-02-07,299,187,7
2021-02-08,316,189,7
2021-02-09,316,189,8
2021-02-10,350,190,9
2021-02-11,381,197,9
2021-02-12,419,199,9
2021-02-13,427,199,9
2021-02-14,427,199,9
2021-02-15,443,205,9
2021-02-16,443,205,9
2021-02-17,525,213,10
2021-02-18,548,214,10
2021-02-19,548,214,10
2021-02-20,598,217,11
2021-02-21,598,218,13
2021-02-22,614,222,14
2021-02-23,636,233,14
2021-02-24,646,233,14
2021-02-25,701,271,14
2021-02-26,701,271,14
2021-02-27,726,291,14
2021-02-28,730,301,14
2021-03-01,769,307,14
2021-03-02,769,307,14
2021-03-03,769,309,19
2021-03-04,813,355,21
2021-03-05,813,355,21
2021-03-06,813,355,21
2021-03-07,848,410,21
2021-03-08,848,410,21
2021-03-09,862,455,22
2021-03-10,882,489,23
2021-03-11,882,489,23
2021-03-12,945,569,25
2021-03-13,962,592,27
2021-03-14,963,598,27
2021-03-15,963,598,27
2021-03-16,992,598,27
2021-03-17,992,598,27
2021-03-18,1008,598,27
2021-03-19,1011,598,27
2021-03-20,1033,685,28
2021-03-21,1033,685,28
2021-03-22,1072,701,28
2021-03-23,1080,715,28
2021-03-24,1080,715,28
2021-03-25,1103,748,28
2021-03-26,1122,784,28
2021-03-27,1122,784,28
2021-03-28,1128,784,28
2021-03-29,1136,820,28
2021-03-30,1136,820,28
2021-03-31,1136,820,28
2021-04-01,1147,857,28
2021-04-02,1152,858,28
2021-04-03,1170,882,28
2021-04-04,1170,882,28
2021-04-05,1173,885,29
2021-04-06,1173,885,29
2021-04-07,1177,911,29
2021-04-08,1180,913,29
2021-04-09,1182,913,30
2021-04-10,1197,936,30
2021-04-11,1198,938,30
2021-04-12,1198,938,30
2021-04-13,1201,947,31
2021-04-14,1201,947,31
2021-04-15,1209,947,31
2021-04-16,1213,949,31
2021-04-17,1216,986,31
2021-04-18,1216,986,31
2021-04-19,1217,995,31
2021-04-20,1217,995,31
2021-04-21,1217,995,31
2021-04-22,1217,995,31
2021-04-23,1222,995,31
2021-04-24,1227,1002,31
2021-04-25,1227,1002,31
2021-04-26,1228,1002,32
2021-04-27,1232,1014,32
2021-04-28,1232,1014,32
2021-04-29,1232,1014,32
2021-04-30,1232,1014,32
2021-05-01,1232,1014,32
2021-05-02,1232,1014,32
2021-05-03,1232,1014,32
2021-05-04,1232,1014,32
2021-05-05,1232,1014,32
2021-05-06,1232,1014,32
2021-05-07,1232,1014,32
2021-05-08,1232,1014,32
2020-01-22,0,0,0
2020-01-23,0,0,0
2020-01-24,0,0,0
2020-01-25,0,0,0
2020-01-26,0,0,0
2020-01-27,0,0,0
2020-01-28,0,0,0
2020-01-29,0,0,0
2020-01-30,0,0,0
2020-01-31,0,0,0
2020-02-01,0,0,0
2020-02-02,0,0,0
2020-02-03,0,0,0
2020-02-04,0,0,0
2020-02-05,0,0,0
2020-02-06,0,0,0
2020-02-07,0,0,0
2020-02-08,0,0,0
2020-02-09,0,0,0
2020-02-10,0,0,0
2020-02-11,0,0,0
2020-02-12,0,0,0
2020-02-13,0,0,0
2020-02-14,0,0,0
2020-02-15,0,0,0
2020-02-16,0,0,0
2020-02-17,0,0,0
2020-02-18,0,0,0
2020-02-19,0,0,0
2020-02-20,0,0,0
2020-02-21,0,0,0
2020-02-22,0,0,0
2020-02-23,0,0,0
2020-02-24,0,0,0
2020-02-25,0,0,0
2020-02-26,0,0,0
2020-02-27,0,0,0
2020-02-28,0,0,0
2020-02-29,0,0,0
2020-03-01,0,0,0
2020-03-02,0,0,0
2020-03-03,1,0,0
2020-03-04,1,0,0
2020-03-05,1,0,0
2020-03-06,2,0,0
2020-03-07,8,0,0
2020-03-08,12,0,1
2020-03-09,12,0,1
2020-03-10,17,0,1
2020-03-11,19,0,1
2020-03-12,19,0,1
2020-03-13,31,0,2
2020-03-14,34,1,2
2020-03-15,45,1,2
2020-03-16,56,1,2
2020-03-17,68,3,2
2020-03-18,79,3,2
2020-03-19,97,3,3
2020-03-20,128,3,3
2020-03-21,158,3,4
2020-03-22,266,3,4
2020-03-23,301,3,4
2020-03-24,387,52,6
2020-03-25,387,52,8
2020-03-26,502,63,9
2020-03-27,589,72,13
2020-03-28,690,72,18
2020-03-29,745,72,19
2020-03-30,820,228,23
2020-03-31,1054,240,27
2020-04-01,1054,248,28
2020-04-02,1133,256,36
2020-04-03,1265,266,39
2020-04-04,1451,279,43
2020-04-05,1451,280,44
2020-04-06,1554,325,48
2020-04-07,1628,338,56
2020-04-08,1715,358,63
2020-04-09,1795,365,72
2020-04-10,1975,375,82
2020-04-11,1975,440,83
2020-04-12,2142,468,90
2020-04-13,2208,515,97
2020-04-14,2277,559,102
2020-04-15,2443,596,111
2020-04-16,2571,631,115
2020-04-17,2669,666,123
2020-04-18,2758,685,129
2020-04-19,2839,709,132
2020-04-20,2941,737,136
2020-04-21,3031,840,147
2020-04-22,3144,872,152
2020-04-23,3435,919,165
2020-04-24,3607,976,176
2020-04-25,3780,1030,185
2020-04-26,3892,1107,192
2020-04-27,4003,1140,197
2020-04-28,4127,1162,207
2020-04-29,4285,1192,214
2020-04-30,4428,1256,218
2020-05-01,4532,1292,225
2020-05-02,4681,1320,237
2020-05-03,4783,1354,246
2020-05-04,4887,1442,260
2020-05-05,5020,1472,264
2020-05-06,5208,1524,273
2020-05-07,5371,1601,282
2020-05-08,5611,1659,293
2020-05-09,5776,1728,300
2020-05-10,6034,1757,305
2020-05-11,6278,1837,314
2020-05-12,6563,1862,319
2020-05-13,6879,2266,329
2020-05-14,7134,2385,353
2020-05-15,7479,2497,356
2020-05-16,7805,2534,363
2020-05-17,8068,2569,373
2020-05-18,8371,2625,382
2020-05-19,8809,2872,393
2020-05-20,9283,2933,403
2020-05-21,9931,3032,416
2020-05-22,10649,3062,433
2020-05-23,11353,3530,445
2020-05-24,12076,3732,452
2020-05-25,12628,3999,467
2020-05-26,13228,4167,484
2020-05-27,13933,4349,500
2020-05-28,14702,4617,508
2020-05-29,15419,4788,520
2020-05-30,16214,4788,528
2020-05-31,16851,5336,539
2020-06-01,17415,5521,556
2020-06-02,18319,5709,569
2020-06-03,19268,5896,583
2020-06-04,20197,5993,608
2020-06-05,21037,6088,632
2020-06-06,22020,6180,648
2020-06-07,22794,6909,664
2020-06-08,23620,7305,693
2020-06-09,24761,7568,717
2020-06-10,25987,7991,735
2020-06-11,27373,8332,765
2020-06-12,28764,8743,785
2020-06-13,30295,9083,815
2020-06-14,31577,9564,833
2020-06-15,32785,9891,854
2020-06-16,34159,10174,878
2020-06-17,35552,10512,913
2020-06-18,37510,10721,948
2020-06-19,39570,11851,979
2020-06-20,41204,12206,992
2020-06-21,42785,12728,1011
2020-06-22,44931,13153,1043
2020-06-23,47203,13576,1078
2020-06-24,49851,13816,1116
2020-06-25,52457,14788,1150
2020-06-26,55343,18416,1184
2020-06-27,57744,19143,1207
2020-06-28,59933,20134,1232
2020-06-29,62268,21138,1280
2020-06-30,64530,22028,1307
2020-07-01,67197,23040,1351
2020-07-02,69941,24186,1385
2020-07-03,72786,25224,1437
2020-07-04,75376,25930,1481
2020-07-05,77815,27597,1507
2020-07-06,80447,28531,1582
2020-07-07,83426,30095,1644
2020-07-08,87030,36502,1694
2020-07-09,90693,38313,1720
2020-07-10,94060,38984,1774
2020-07-11,97509,41408,1810
2020-07-12,100166,42694,1845
2020-07-13,103265,44173,1903
2020-07-14,106910,45467,1968
2020-07-15,111146,47298,2050
2020-07-16,114783,49120,2112
2020-07-17,119301,49780,2178
2020-07-18,122524,52607,2220
2020-07-19,126755,54105,2260
2020-07-20,130774,55913,2373
2020-07-21,136118,58598,2490
2020-07-22,141900,60531,2588
2020-07-23,148027,62815,2702
2020-07-24,153520,65447,2807
2020-07-25,158334,68022,2893
2020-07-26,162526,70518,2939
2020-07-27,167416,72575,3059
2020-07-28,173355,75083,3179
2020-07-29,178996,77855,3288
2020-07-30,185373,80596,3441
2020-07-31,191302,83780,3543
2020-08-01,196543,86499,3596
2020-08-02,201919,89026,3648
2020-08-03,206743,91302,3813
2020-08-04,213535,94129,3979
2020-08-05,220682,96948,4106
2020-08-06,228195,99852,4251
2020-08-07,235677,103297,4411
2020-08-08,241811,108242,4523
2020-08-09,246499,108242,4606
2020-08-10,253868,108242,4764
2020-08-11,260911,181389,5004
2020-08-12,268574,187283,5213
2020-08-13,276072,192434,5362
2020-08-14,282437,199005,5527
2020-08-15,289100,205697,5637
2020-08-16,294569,211702,5703
2020-08-17,299126,217850,5814
2020-08-18,305966,223531,6048
2020-08-19,312659,228725,6330
2020-08-20,320884,233651,6517
2020-08-21,329043,239806,6730
2020-08-22,336802,245781,6848
2020-08-23,342154,251400,6985
2020-08-24,350867,256789,7366
2020-08-25,359638,263202,7563
2020-08-26,370188,268801,7839
2020-08-27,380292,274458,8050
2020-08-28,392009,280165,8271
2020-08-29,401239,287220,8353
2020-08-30,408426,294007,8457
2020-08-31,417735,301195,8660
2020-09-01,428239,308376,8919
2020-09-02,439172,315530,9118
2020-09-03,451198,322461,9361
2020-09-04,461882,331621,9623
2020-09-05,471806,340381,9739
2020-09-06,478792,349132,9859
2020-09-07,488007,357388,10129
2020-09-08,500034,366590,10405
2020-09-09,512293,382490,10658
2020-09-10,524198,390098,10907
2020-09-11,535705,400121,11148
2020-09-12,546481,409771,11263
2020-09-13,555537,419513,11352
2020-09-14,565446,428953,11667
2020-09-15,577338,438883,11852
2020-09-16,589012,448263,12116
2020-09-17,601713,456347,12460
2020-09-18,613658,467286,12656
2020-09-19,622934,478077,12799
2020-09-20,631365,488231,13053
2020-09-21,640147,508563,13482
2020-09-22,652174,517228,13952
2020-09-23,664799,525486,14376
2020-09-24,678266,536589,14766
2020-09-25,691235,546924,15208
2020-09-26,702484,556489,15543
2020-09-27,711325,565935,15749
2020-09-28,723132,576715,16113
2020-09-29,736609,585857,16519
2020-09-30,751001,594645,16937
2020-10-01,765002,603140,20288
2020-10-02,779689,614515,20599
2020-10-03,790818,626114,20795
2020-10-04,798486,636672,21018
2020-10-05,809728,649017,21468
2020-10-06,824468,660272,21827
2020-10-07,840915,670725,22226
2020-10-08,856369,684844,22710
2020-10-09,871468,697141,23225
2020-10-10,883882,709464,23581
2020-10-11,894206,721380,23868
2020-10-12,903730,732582,24186
2020-10-13,917035,742235,24572
2020-10-14,931967,751146,24921
2020-10-15,949063,764859,25342
2020-10-16,965609,778501,25723
2020-10-17,979119,791174,26107
2020-10-18,989680,803965,26267
2020-10-19,1002662,803965,26716
2020-10-20,1018999,829647,27100
2020-10-21,1037325,840520,27519
2020-10-22,1053650,851854,27957
2020-10-23,1069368,866695,28338
2020-10-24,1081336,881113,28613
2020-10-25,1090589,894819,28896
2020-10-26,1102301,909586,29301
2020-10-27,1116609,921344,29730
2020-10-28,1130533,931147,30071
2020-10-29,1143800,946134,30442
2020-10-30,1157179,961101,30792
2020-10-31,1166924,973939,31002
2020-11-01,1173533,985316,31140
2020-11-02,1183131,998016,31623
2020-11-03,1195276,1009278,32052
2020-11-04,1205928,1017647,32520
2020-11-05,1217028,1030137,32766
2020-11-06,1228814,1042237,33136
2020-11-07,1236851,1053313,33348
2020-11-08,1242182,1062911,33560
2020-11-09,1250499,1073577,33907
2020-11-10,1262476,1081897,34183
2020-11-11,1273356,1081897,34531
2020-11-12,1284519,1100180,34782
2020-11-13,1296378,1110477,35045
2020-11-14,1304846,1119366,35307
2020-11-15,1310491,1129102,35436
2020-11-16,1318384,1140196,35727
2020-11-17,1329005,1148833,36106
2020-11-18,1339337,1156474,36347
2020-11-19,1349434,1167514,36532
2020-11-20,1359042,1177819,36790
2020-11-21,1366182,1187053,36902
2020-11-22,1370366,1195492,37002
2020-11-23,1374631,1203800,37122
2020-11-24,1381795,1210634,37432
2020-11-25,1390388,1217284,37714
2020-11-26,1399431,1226662,37941
2020-11-27,1407277,1235257,38216
2020-11-28,1413375,1242877,38322
2020-11-29,1418807,1249843,38473
2020-11-30,1424533,1257227,38730
2020-12-01,1432570,1263251,38928
2020-12-02,1440103,1268358,39156
2020-12-03,1447732,1274675,39305
2020-12-04,1454631,1281955,39512
2020-12-05,1459832,1288785,39632
2020-12-06,1463110,1294692,39770
2020-12-07,1466309,1300696,39888
2020-12-08,1469919,1305587,40009
2020-12-09,1475222,1311488,40222
2020-12-10,1482216,1318187,40431
2020-12-11,1489328,1324792,40606
2020-12-12,1494602,1330160,40668
2020-12-13,1498160,1335317,40766
2020-12-14,1503222,1340120,41041
2020-12-15,1510203,1344300,41204
2020-12-16,1517046,1347914,41365
2020-12-17,1524372,1352556,41534
2020-12-18,1531374,1356755,41672
2020-12-19,1537169,1362617,41763
2020-12-20,1541285,1368346,41813
2020-12-21,1547138,1374401,41997
2020-12-22,1555279,1379726,42254
2020-12-23,1563865,1384277,42314
2020-12-24,1563865,1384277,42314
2020-12-25,1574554,1384277,42422
2020-12-26,1578267,1402227,42501
2020-12-27,1583297,1407926,42650
2020-12-28,1590513,1414680,42868
2020-12-29,1602163,1420885,43018
2020-12-30,1613928,1426676,43163
2020-12-31,1625514,1426676,43245
2021-01-01,1629594,1426676,43319
2021-01-02,1634834,1447092,43375
2021-01-03,1640718,1452960,43482
2021-01-04,1648940,1458083,43634
2021-01-05,1662730,1466616,43785
2021-01-06,1676171,1474048,43976
2021-01-07,1690006,1484794,44122
2021-01-08,1703352,1494896,44273
2021-01-09,1714409,1504330,44417
2021-01-10,1722217,1511750,44495
2021-01-11,1730921,1518715,44654
2021-01-12,1744704,1527861,44848
2021-01-13,1757429,1536423,44983
2021-01-14,1770715,1549490,45125
2021-01-15,1783047,1561963,45227
2021-01-16,1791979,1573104,45295
2021-01-17,1799243,1583465,45407
2021-01-18,1807428,1594768,45832
2021-01-19,1819569,1604373,46066
2021-01-20,1831681,1613773,46216
2021-01-21,1843077,1625755,46355
2021-01-22,1853830,1636826,46575
2021-01-23,1862192,1646668,46737
2021-01-24,1867223,1656149,46827
2021-01-25,1874801,1666527,47034
2021-01-26,1885210,1674555,47253
2021-01-27,1896053,1682563,47435
2021-01-28,1905524,1693146,47601
2021-01-29,1915362,1703459,47775
2021-01-30,1922264,1712868,47931
2021-01-31,1927239,1721650,47974
2021-02-01,1933853,1729999,48249
2021-02-02,1943548,1738768,48426
2021-02-03,1952744,1745208,48539
2021-02-04,1961635,1754705,48700
2021-02-05,1970009,1763762,48985
2021-02-06,1976689,1772059,49110
2021-02-07,1980347,1778965,49171
2021-02-08,1985501,1786178,49398
2021-02-09,1993295,1792321,49566
2021-02-10,2001034,1798120,49674
2021-02-11,2008345,1806260,49874
2021-02-12,2015496,1814160,50029
2021-02-13,2021553,1820965,50188
2021-02-14,2025798,1827118,50236
2021-02-15,2029057,1833442,50327
2021-02-16,2033060,1838291,50432
2021-02-17,2039124,1842878,50616
2021-02-18,2046795,1849451,50857
2021-02-19,2054681,1855645,51000
2021-02-20,2060625,1861433,51122
2021-02-21,2064334,1866501,51198
2021-02-22,2069751,1872213,51359
2021-02-23,2077228,1877898,51510
2021-02-24,2085411,1882568,51650
2021-02-25,2093645,1886732,51795
2021-02-26,2098728,1892834,51887
2021-02-27,2104197,1899087,51946
2021-02-28,2107365,1905021,51965
2021-03-01,2112023,1911338,52077
2021-03-02,2118676,1916936,52192
2021-03-03,2126531,1921589,52453
2021-03-04,2133963,1928377,52644
2021-03-05,2141854,1934845,52784
2021-03-06,2146714,1940317,52870
2021-03-07,2149636,1945816,52880
2021-03-08,2154694,1951540,53121
2021-03-09,2162001,1956591,53252
2021-03-10,2169694,1961640,53359
2021-03-11,2177898,1968462,53493
2021-03-12,2185747,1974866,53578
2021-03-13,2192025,1981157,53646
2021-03-14,2195722,1986903,53670
2021-03-15,2201886,1993215,53836
2021-03-16,2210121,1998594,54036
2021-03-17,2218425,2003121,54231
2021-03-18,2226753,2009877,54386
2021-03-19,2234913,2016729,54476
2021-03-20,2241739,2023664,54517
2021-03-21,2245771,2030153,54545
2021-03-22,2252172,2037686,54671
2021-03-23,2261577,2043957,54823
2021-03-24,2269877,2049035,54946
2021-03-25,2278115,2056472,55092
2021-03-26,2291051,2064479,55235
2021-03-27,2301389,2072228,55368
2021-03-28,2308597,2079515,55449
2021-03-29,2322611,2088256,55611
2021-03-30,2332765,2095853,55736
2021-03-31,2348821,2102616,55858
2021-04-01,2363251,2112266,55941
2021-04-02,2373153,2121954,56023
2021-04-03,2383537,2130640,56106
2021-04-04,2393492,2140480,56199
2021-04-05,2407159,2153509,56471
2021-04-06,2428029,2164045,56634
2021-04-07,2450068,2174625,56832
2021-04-08,2473751,2188983,57122
2021-04-09,2497881,2203926,57350
2021-04-10,2517300,2217783,57647
2021-04-11,2532562,2233140,57779
2021-04-12,2551999,2247124,57957
2021-04-13,2579000,2262875,58174
2021-04-14,2604157,2278486,58542
2021-04-15,2629156,2300232,58925
2021-04-16,2658628,2324107,59084
2021-04-17,2677747,2343808,59164
2021-04-18,2694014,2364171,59228
2021-04-19,2714475,2386383,59476
2021-04-20,2743620,2407853,59792
2021-04-21,2769552,2424675,60083
2021-04-22,2796768,2449793,60620
2021-04-23,2824652,2474514,61176
2021-04-24,2845872,2496277,61474
2021-04-25,2860884,2518167,61644
2021-04-26,2879677,2542004,62087
2021-04-27,2905172,2563223,62599
2021-04-28,2928890,2582164,62947
2021-04-29,2954943,2608077,63508
2021-04-30,2977363,2634306,63865
2021-05-01,2993865,2655359,64096
2021-05-02,3005259,2676197,64252
2021-05-03,3021179,2698072,64792
2021-05-04,3047417,2717458,65202
2021-05-05,3071496,2734465,65865
2021-05-06,3095582,2757230,66263
2021-05-07,3118134,2777902,66872
2021-05-08,3136158,2798328,67042
2020-01-22,0,0,0
2020-01-23,0,0,0
2020-01-24,0,0,0
2020-01-25,0,0,0
2020-01-26,0,0,0
2020-01-27,0,0,0
2020-01-28,0,0,0
2020-01-29,0,0,0
2020-01-30,0,0,0
2020-01-31,0,0,0
2020-02-01,0,0,0
2020-02-02,0,0,0
2020-02-03,0,0,0
2020-02-04,0,0,0
2020-02-05,0,0,0
2020-02-06,0,0,0
2020-02-07,0,0,0
2020-02-08,0,0,0
2020-02-09,0,0,0
2020-02-10,0,0,0
2020-02-11,0,0,0
2020-02-12,0,0,0
2020-02-13,0,0,0
2020-02-14,0,0,0
2020-02-15,0,0,0
2020-02-16,0,0,0
2020-02-17,0,0,0
2020-02-18,0,0,0
2020-02-19,0,0,0
2020-02-20,0,0,0
2020-02-21,0,0,0
2020-02-22,0,0,0
2020-02-23,0,0,0
2020-02-24,0,0,0
2020-02-25,0,0,0
2020-02-26,0,0,0
2020-02-27,0,0,0
2020-02-28,0,0,0
2020-02-29,0,0,0
2020-03-01,1,0,0
2020-03-02,1,0,0
2020-03-03,1,0,0
2020-03-04,1,0,0
2020-03-05,1,0,0
2020-03-06,1,0,0
2020-03-07,1,0,0
2020-03-08,1,0,0
2020-03-09,1,0,0
2020-03-10,1,0,0
2020-03-11,1,0,0
2020-03-12,4,0,0
2020-03-13,8,0,0
2020-03-14,18,0,0
2020-03-15,26,0,0
2020-03-16,52,0,0
2020-03-17,78,1,0
2020-03-18,84,1,0
2020-03-19,115,1,0
2020-03-20,136,1,0
2020-03-21,160,1,0
2020-03-22,194,2,0
2020-03-23,235,2,0
2020-03-24,249,14,0
2020-03-25,265,16,0
2020-03-26,290,18,1
2020-03-27,329,28,1
2020-03-28,407,30,1
2020-03-29,424,30,3
2020-03-30,482,30,3
2020-03-31,532,30,3
2020-04-01,571,31,4
2020-04-02,663,33,7
2020-04-03,736,43,7
2020-04-04,770,43,7
2020-04-05,822,57,7
2020-04-06,833,62,8
2020-04-07,853,87,8
2020-04-08,881,114,9
2020-04-09,921,138,10
2020-04-10,937,149,12
2020-04-11,967,173,13
2020-04-12,1013,197,13
2020-04-13,1039,211,14
2020-04-14,1067,265,16
2020-04-15,1111,297,17
2020-04-16,1159,358,18
2020-04-17,1201,402,19
2020-04-18,1248,523,20
2020-04-19,1291,545,20
2020-04-20,1339,580,22
2020-04-21,1401,609,24
2020-04-22,1473,633,24
2020-04-23,1523,659,24
2020-04-24,1596,728,27
2020-04-25,1677,803,28
2020-04-26,1746,833,28
2020-04-27,1808,848,29
2020-04-28,1867,866,30
2020-04-29,1932,900,30
2020-04-30,2066,929,32
2020-05-01,2148,977,33
2020-05-02,2273,1010,33
2020-05-03,2386,1035,35
2020-05-04,2507,1071,39
2020-05-05,2619,1111,40
2020-05-06,2782,1135,40
2020-05-07,2884,1185,42
2020-05-08,3029,1218,43
2020-05-09,3175,1267,44
2020-05-10,3313,1325,45
2020-05-11,3392,1359,46
2020-05-12,3538,1430,47
2020-05-13,3718,1500,48
2020-05-14,3860,1572,49
2020-05-15,4044,1666,52
2020-05-16,4283,1791,55
2020-05-17,4472,1925,60
2020-05-18,4823,2019,61
2020-05-19,5041,2164,64
2020-05-20,5271,2419,67
2020-05-21,5606,2581,70
2020-05-22,5928,2874,74
2020-05-23,6302,2936,77
2020-05-24,6661,3064,81
2020-05-25,7113,3145,87
2020-05-26,7402,3220,91
2020-05-27,7774,3255,98
2020-05-28,8216,3287,113
2020-05-29,8676,3297,120
2020-05-30,8927,3317,127
2020-05-31,9282,3386,131
2020-06-01,9492,3402,139
2020-06-02,10009,3427,158
2020-06-03,10524,3454,170
2020-06-04,11221,3468,176
2020-06-05,11817,3513,183
2020-06-06,12364,3720,190
2020-06-07,13130,4014,200
2020-06-08,13325,4099,211
2020-06-09,13675,4451,217
2020-06-10,14103,5226,227
2020-06-11,14669,5466,245
2020-06-12,15281,5639,258
2020-06-13,16004,6081,264
2020-06-14,16667,6214,269
2020-06-15,17064,6276,285
2020-06-16,17489,6571,293
2020-06-17,18033,6814,302
2020-06-18,18698,7560,309
2020-06-19,19157,8266,319
2020-06-20,19708,8854,332
2020-06-21,20268,9002,350
2020-06-22,20588,9131,360
2020-06-23,21006,10144,372
2020-06-24,21717,10797,386
2020-06-25,22488,11335,397
2020-06-26,23247,12149,410
2020-06-27,23909,12911,421
2020-06-28,24645,13116,426
2020-06-29,25127,13297,433
2020-06-30,25542,14048,443
2020-07-01,26065,14563,453
2020-07-02,26658,15036,459
2020-07-03,27320,15484,469
2020-07-04,27900,15935,477
2020-07-05,28606,16140,484
2020-07-06,28936,16302,491
2020-07-07,29285,16907,503
2020-07-08,29820,17427,521
2020-07-09,30346,18000,535
2020-07-10,30903,18709,546
2020-07-11,31392,19419,559
2020-07-12,31969,19633,565
2020-07-13,32151,19865,573
2020-07-14,32490,20729,581
2020-07-15,33005,21348,592
2020-07-16,33559,21931,607
2020-07-17,34001,22492,620
2020-07-18,34462,23123,631
2020-07-19,34877,23294,641
2020-07-20,34981,23502,650
2020-07-21,35254,24206,662
2020-07-22,35693,24766,678
2020-07-23,36162,25244,688
2020-07-24,36613,25734,692
2020-07-25,36996,26243,700
2020-07-26,37317,26478,705
2020-07-27,37390,26665,711
2020-07-28,37629,27357,719
2020-07-29,37937,27824,723
2020-07-30,38196,28366,728
2020-07-31,38550,28997,738
2020-08-01,38841,29557,749
2020-08-02,39050,29750,754
2020-08-03,39102,29861,762
2020-08-04,39298,30372,768
2020-08-05,39586,30850,770
2020-08-06,39819,31556,772
2020-08-07,39985,32008,777
2020-08-08,40185,32395,785
2020-08-09,40410,32520,791
2020-08-10,40433,32616,796
2020-08-11,40593,33157,803
2020-08-12,40794,33492,806
2020-08-13,41023,33897,809
2020-08-14,41299,34164,814
2020-08-15,41495,34484,817
2020-08-16,41663,34584,818
2020-08-17,41701,34655,824
2020-08-18,41846,34982,832
2020-08-19,42056,35226,833
2020-08-20,42319,35476,836
2020-08-21,42477,35693,842
2020-08-22,42616,35907,850
2020-08-23,42792,35991,852
2020-08-24,42825,36049,854
2020-08-25,42936,36475,858
2020-08-26,43067,36726,861
2020-08-27,43270,36988,864
2020-08-28,43451,37264,869
2020-08-29,43626,37563,872
2020-08-30,43750,37650,877
2020-08-31,43781,37722,879
2020-09-01,43878,38356,881
2020-09-02,44075,38631,884
2020-09-03,44271,38855,887
2020-09-04,44461,39257,891
2020-09-05,44649,39823,895
2020-09-06,44783,40089,897
2020-09-07,44845,40121,900
2020-09-08,44953,40592,903
2020-09-09,45152,41023,905
2020-09-10,45326,41233,906
2020-09-11,45503,41434,909
2020-09-12,45675,41605,911
2020-09-13,45862,41659,916
2020-09-14,45969,41693,919
2020-09-15,46119,41941,920
2020-09-16,46376,42069,923
2020-09-17,46671,42231,925
2020-09-18,46910,42369,926
2020-09-19,47154,42551,928
2020-09-20,47431,42608,930
2020-09-21,47552,42637,936
2020-09-22,47667,42676,938
2020-09-23,47877,43026,942
2020-09-24,48251,43266,945
2020-09-25,48643,43401,947
2020-09-26,49072,43576,948
2020-09-27,49400,43613,951
2020-09-28,49574,43665,957
2020-09-29,49901,43849,958
2020-09-30,50359,44001,959
2020-10-01,50850,44219,963
2020-10-02,51382,44406,966
2020-10-03,51925,44583,972
2020-10-04,52496,44672,977
2020-10-05,52677,44710,984
2020-10-06,53083,44932,990
2020-10-07,53755,45110,995
2020-10-08,54473,45312,1004
2020-10-09,55087,45528,1010
2020-10-10,55736,45771,1016
2020-10-11,56451,45824,1020
2020-10-12,56821,45891,1026
2020-10-13,57566,46318,1032
2020-10-14,58624,46713,1039
2020-10-15,59995,47119,1046
2020-10-16,61460,47541,1056
2020-10-17,63000,47925,1067
2020-10-18,64694,48104,1081
2020-10-19,65460,48208,1091
2020-10-20,66694,48734,1101
2020-10-21,68530,49219,1121
2020-10-22,70836,49787,1131
2020-10-23,73310,50276,1145
2020-10-24,75523,50701,1157
2020-10-25,77837,50908,1180
2020-10-26,78810,51162,1196
2020-10-27,80410,51814,1222
2020-10-28,82651,52508,1243
2020-10-29,85034,53257,1272
2020-10-30,87432,54316,1300
2020-10-31,89813,55317,1341
2020-11-01,92254,55827,1363
2020-11-02,93448,56466,1391
2020-11-03,94776,57599,1413
2020-11-04,97150,58811,1448
2020-11-05,99563,60135,1476
2020-11-06,101773,61782,1506
2020-11-07,104249,63258,1533
2020-11-08,106424,64179,1559
2020-11-09,107466,64910,1580
2020-11-10,108687,66835,1609
2020-11-11,110548,68336,1636
2020-11-12,112680,70130,1668
2020-11-13,114383,72116,1697
2020-11-14,115855,74105,1738
